id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
3955,KWYS,medium_airport,Yellowstone Airport,44.6884,-111.117996,6649,NA,US,US-MT,West Yellowstone,yes,KWYS,WYS,KWYS,WYS,https://yellowstoneairport.mdt.mt.gov,https://en.wikipedia.org/wiki/Yellowstone_Airport,
21410,KXNA,medium_airport,Northwest Arkansas National Airport,36.281898,-94.306801,1287,NA,US,US-AR,Fayetteville/Springdale/Rogers,yes,KXNA,XNA,KXNA,XNA,http://www.flyxna.com/,https://en.wikipedia.org/wiki/Northwest_Arkansas_Regional_Airport,"Bentonville, Rogers"
324440,KXWA,medium_airport,Williston Basin International Airport,48.260863,-103.75116,2344,NA,US,US-ND,Williston,yes,KXWA,XWA,KXWA,XWA,http://www.xwaproject.com/,https://en.wikipedia.org/wiki/Williston_Basin_International_Airport,
3957,KYIP,medium_airport,Willow Run Airport,42.2379,-83.530403,716,NA,US,US-MI,Detroit,no,KYIP,YIP,KYIP,YIP,,https://en.wikipedia.org/wiki/Willow_Run_Airport,DTT
3958,KYKM,medium_airport,Yakima Air Terminal McAllister Field,46.56819916,-120.5439987,1099,NA,US,US-WA,Yakima,yes,KYKM,YKM,KYKM,YKM,,https://en.wikipedia.org/wiki/Yakima_Air_Terminal,
3959,KYKN,medium_airport,Chan Gurney Municipal Airport,42.916698455811,-97.385902404785,1306,NA,US,US-SD,Yankton,no,KYKN,YKN,KYKN,YKN,http://www.cityofyankton.org/publicworks/airport/,https://en.wikipedia.org/wiki/Chan_Gurney_Municipal_Airport,
3960,KYNG,medium_airport,Youngstown Warren Regional Airport,41.26070023,-80.67910004,1192,NA,US,US-OH,Youngstown/Warren,no,KYNG,YNG,KYNG,YNG,,https://en.wikipedia.org/wiki/Youngstown-Warren_Regional_Airport,
3967,KZZV,medium_airport,Zanesville Municipal Airport,39.9444007874,-81.89209747310001,900,NA,US,US-OH,Zanesville,no,KZZV,ZZV,KZZV,ZZV,,https://en.wikipedia.org/wiki/Zanesville_Municipal_Airport,
430434,LA-0006,medium_airport,Bokeo International Airport,20.323986,100.165392,1175,AS,LA,LA-BK,Ton Phueng,yes,VLBK,BOR,VLBK,,,https://en.wikipedia.org/wiki/Bokeo_International_Airport,
31795,LAKU,medium_airport,Kukës International Airport,42.035802,20.415955,1120,EU,AL,AL-07,Kukës,no,LAKU,KFZ,LAKU,,,https://en.wikipedia.org/wiki/Kuk%C3%ABs_International_Airport,
3972,LATI,large_airport,Tirana International Airport Mother Teresa,41.4147,19.7206,126,EU,AL,AL-02,Rinas,yes,LATI,TIA,LATI,,http://www.tirana-airport.com/,https://en.wikipedia.org/wiki/Tirana_International_Airport_N%C3%ABn%C3%AB_Tereza,"Rinas International Airport, Aeroporti Nënë Tereza"
3974,LBBG,large_airport,Burgas Airport,42.569917,27.515173,135,EU,BG,BG-02,Burgas,yes,LBBG,BOJ,LBBG,,,https://en.wikipedia.org/wiki/Burgas_Airport,Bourgas
3975,LBGO,medium_airport,Gorna Oryahovitsa Airport,43.151402,25.7129,285,EU,BG,BG-04,Gorna Oryahovitsa,no,LBGO,GOZ,LBGO,,http://gornaoryahovitsa-airport.bg/,https://en.wikipedia.org/wiki/Gorna_Oryahovitsa_Airport,
3976,LBPD,large_airport,Plovdiv International Airport,42.067799,24.8508,597,EU,BG,BG-16,Plovdiv,yes,LBPD,PDV,LBPD,,http://www.plovdivairport.com/,https://en.wikipedia.org/wiki/Plovdiv_International_Airport,
3977,LBSF,large_airport,Sofia Airport,42.696357,23.417671,1742,EU,BG,BG-22,Sofia,yes,LBSF,SOF,LBSF,,http://sofia-airport.bg,https://en.wikipedia.org/wiki/Sofia_Airport,"Sofia International Airport, Vrazhdebna Air Base"
3979,LBWN,large_airport,Varna Airport,43.232101,27.8251,230,EU,BG,BG-03,Varna,yes,LBWN,VAR,LBWN,,,https://en.wikipedia.org/wiki/Varna_Airport,Aksakovo
30979,LCEN,large_airport,Ercan International Airport,35.153064,33.507352,404,AS,CY,CY-02,Tymbou (Kirklar),yes,LCEN,ECN,LCEN,,,https://en.wikipedia.org/wiki/Ercan_International_Airport,"Tymvou, Nicosia, Lefkoşa"
44646,LCGK,medium_airport,Lefkoniko Airport / Geçitkale Air Base,35.23591,33.720088,146,AS,CY,CY-03,Lefkoniko (Geçitkale),yes,LCGK,GEC,LCGK,,,https://en.wikipedia.org/wiki/Geçitkale_Air_Base,Geçitkale Air Base
3980,LCLK,large_airport,Larnaca International Airport,34.875099,33.624901,8,AS,CY,CY-04,Larnaca,yes,LCLK,LCA,LCLK,,http://www.cyprusairports.com.cy/showpage.php?PageID=2,https://en.wikipedia.org/wiki/Larnaca_International_Airport,Διεθνές Aεροδρόμιο Λάρνακας
3981,LCPH,large_airport,Paphos International Airport,34.717999,32.485699,41,AS,CY,CY-06,Paphos,yes,LCPH,PFO,LCPH,,https://www.hermesairports.com/,https://en.wikipedia.org/wiki/Paphos_International_Airport,"Pafos, Mandria, Kouklia, Διεθνής Αερολιμένας Πάφου, Pafos International Airport"
3982,LCRA,medium_airport,RAF Akrotiri,34.590401,32.9879,76,AS,CY,CY-XX,Akrotiri,no,LCRA,AKT,LCRA,,http://www.raf.mod.uk/rafakrotiri/passengerinformation/,https://en.wikipedia.org/wiki/RAF_Akrotiri,"Royal Air Force, RAF, British"
3984,LDDU,large_airport,Dubrovnik Ruđer Bošković Airport,42.562247,18.265543,527,EU,HR,HR-19,Dubrovnik,yes,LDDU,DBV,LDDU,,https://www.airport-dubrovnik.hr/en,https://en.wikipedia.org/wiki/Dubrovnik_Airport,"Močići Airport, Zračna luka Ruđer Bošković Dubrovnik"
3986,LDOS,medium_airport,Osijek Airport,45.462355,18.811278,290,EU,HR,HR-14,Osijek(Klisa),yes,LDOS,OSI,LDOS,,,https://en.wikipedia.org/wiki/Osijek_Airport,Klisa
3987,LDPL,large_airport,Pula Airport,44.893501,13.9222,274,EU,HR,HR-18,Pula,yes,LDPL,PUY,LDPL,,https://airport-pula.hr/en/,https://en.wikipedia.org/wiki/Pula_Airport,
3989,LDRI,large_airport,Rijeka Airport,45.216376,14.57085,278,EU,HR,HR-08,Rijeka(Omišalj),yes,LDRI,RJK,LDRI,,https://www.rijeka-airport.hr/,https://en.wikipedia.org/wiki/Rijeka_Airport,"Reka, Rika, Fiume, Omišalj"
3990,LDSB,medium_airport,Brač Airport,43.284454,16.678362,1776,EU,HR,HR-17,Gornji Humac,yes,LDSB,BWK,LDSB,,,https://en.wikipedia.org/wiki/Bra%C4%8D_Airport,Bol Airport
3991,LDSP,large_airport,Split Saint Jerome Airport,43.538898,16.298,79,EU,HR,HR-17,Split,yes,LDSP,SPU,LDSP,,https://split-airport.hr,https://en.wikipedia.org/wiki/Split_Airport,
3993,LDZA,large_airport,Zagreb Franjo Tuđman International Airport,45.742901,16.0688,353,EU,HR,HR-01,Velika Gorica,yes,LDZA,ZAG,LDZA,,https://www.zagreb-airport.hr/en,https://en.wikipedia.org/wiki/Zagreb_Airport,Pleso
3994,LDZD,large_airport,Zadar Airport,44.096986,15.353565,289,EU,HR,HR-13,Zadar,yes,LDZD,ZAD,LDZD,,https://www.zadar-airport.hr/en,https://en.wikipedia.org/wiki/Zadar_Airport,
3996,LEAB,medium_airport,Albacete Airport / Los Llanos Air Base,38.948502,-1.86352,2302,EU,ES,ES-CM,Albacete,no,LEAB,ABC,LEAB,,https://www.aena.es/en/albacete.html,https://en.wikipedia.org/wiki/Albacete_Airport,
3997,LEAL,large_airport,Alicante-Elche Miguel Hernández Airport,38.2822,-0.558156,142,EU,ES,ES-VC,Alicante,yes,LEAL,ALC,LEAL,,https://www.aena.es/en/alicante-elche.html,https://en.wikipedia.org/wiki/Alicante–Elche_Miguel_Hernández_Airport,
3998,LEAM,medium_airport,Almería Airport,36.843899,-2.3701,70,EU,ES,ES-AN,Almería,yes,LEAM,LEI,LEAM,,https://www.aena.es/en/almeria.html,https://en.wikipedia.org/wiki/Almer%C3%ADa_International_Airport,
3999,LEAS,large_airport,Asturias Airport,43.563599,-6.03462,416,EU,ES,ES-AS,Ranón,yes,LEAS,OVD,LEAS,,https://www.aena.es/en/asturias.html,https://en.wikipedia.org/wiki/Asturias_Airport,
4000,LEBA,medium_airport,Córdoba Airport,37.841999,-4.84888,297,EU,ES,ES-AN,Córdoba,no,LEBA,ODB,LEBA,,https://www.aena.es/en/cordoba.html,https://en.wikipedia.org/wiki/C%C3%B3rdoba_Airport,
4001,LEBB,large_airport,Bilbao Airport,43.301102,-2.91061,138,EU,ES,ES-PV,Bilbao,yes,LEBB,BIO,LEBB,,https://www.aena.es/en/bilbao.html,https://en.wikipedia.org/wiki/Bilbao_Airport,
4003,LEBG,medium_airport,Burgos Airport,42.357601,-3.62076,2962,EU,ES,ES-CL,Burgos,no,LEBG,RGS,LEBG,,https://www.aena.es/en/burgos.html,https://en.wikipedia.org/wiki/Burgos_Airport,
4004,LEBL,large_airport,Josep Tarradellas Barcelona-El Prat Airport,41.2971,2.07846,12,EU,ES,ES-CT,Barcelona,yes,LEBL,BCN,LEBL,,https://www.aena.es/en/josep-tarradellas-barcelona-el-prat.html,https://en.wikipedia.org/wiki/Barcelona%E2%80%93El_Prat_Airport,"El Prat Airport,Barcelona International,Josep Tarradellas Barcelona-El Prat Airport"
4005,LEBZ,medium_airport,Badajoz Airport,38.8913,-6.82133,609,EU,ES,ES-EX,Badajoz,yes,LEBZ,BJZ,LEBZ,,https://www.aena.es/en/badajoz.html,https://en.wikipedia.org/wiki/Badajoz_Airport,Talavera La Real Airport
300859,LECH,medium_airport,Castellón-Costa Azahar Airport,40.213889,0.073333,1182,EU,ES,ES-VC,Castellón de la Plana,yes,LECH,CDT,LECH,,https://www.aeroportcastello.com/,https://en.wikipedia.org/wiki/Castell%C3%B3n%E2%80%93Costa_Azahar_Airport,
4007,LECO,medium_airport,A Coruña Airport,43.302101,-8.37726,326,EU,ES,ES-GA,Culleredo,yes,LECO,LCG,LECO,,https://www.aena.es/en/a-coruna.html,https://en.wikipedia.org/wiki/A_Coru%C3%B1a_Airport,"The Groyne, La Coruña"
308328,LEDA,medium_airport,Lleida-Alguaire Airport,41.728185,0.535023,1152,EU,ES,ES-CT,Lleida,yes,LEDA,ILD,LEDA,,http://www.aeroportlleida.cat/?L=2,https://en.wikipedia.org/wiki/Lleida-Alguaire_Airport,
4010,LEGE,large_airport,Girona-Costa Brava Airport,41.904639,2.761774,468,EU,ES,ES-CT,Girona,yes,LEGE,GRO,LEGE,,https://www.aena.es/en/girona-costa-brava.html,https://en.wikipedia.org/wiki/Girona-Costa_Brava_Airport,"Girona, Costa Brava, Girona-Costa Brava"
4011,LEGR,medium_airport,F.G.L. Airport Granada-Jaén Airport,37.188702,-3.77736,1860,EU,ES,ES-AN,Granada,yes,LEGR,GRX,LEGR,,https://www.aena.es/en/f.g.l.-granada-jaen.html,https://en.wikipedia.org/wiki/Federico_Garc%C3%ADa_Lorca_Airport,
4013,LEIB,large_airport,Ibiza Airport,38.872898,1.37312,24,EU,ES,ES-IB,Ibiza (Eivissa),yes,LEIB,IBZ,LEIB,,https://www.aena.es/en/ibiza.html,https://en.wikipedia.org/wiki/Ibiza_Airport,
4015,LEJR,medium_airport,Jerez Airport,36.744598,-6.06011,93,EU,ES,ES-AN,Jerez de la Frontera,yes,LEJR,XRY,LEJR,,https://www.aena.es/en/jerez.html,https://en.wikipedia.org/wiki/Jerez_Airport,
4018,LELN,medium_airport,León Airport,42.590709,-5.653406,3006,EU,ES,ES-CL,La Virgen del Camino,yes,LELN,LEN,LELN,,https://www.aena.es/en/leon.html,https://en.wikipedia.org/wiki/Le%C3%B3n_Airport,
30083,LELO,medium_airport,Logroño-Agoncillo Airport,42.460953,-2.322235,1161,EU,ES,ES-RI,Logroño,no,,RJL,LERJ,,https://www.aena.es/en/logrono-agoncillo.html,https://en.wikipedia.org/wiki/Logro%C3%B1o%E2%80%93Agoncillo_Airport,LELO
4019,LEMD,large_airport,Adolfo Suárez Madrid–Barajas Airport,40.493407,-3.572249,1998,EU,ES,ES-MD,Madrid,yes,LEMD,MAD,LEMD,,https://www.aena.es/en/adolfo-suarez-madrid-barajas.html,https://en.wikipedia.org/wiki/Adolfo_Su%C3%A1rez_Madrid%E2%80%93Barajas_Airport,"Leganés, Madrid Barajas International Airport"
4020,LEMG,large_airport,Málaga-Costa del Sol Airport,36.6749,-4.49911,53,EU,ES,ES-AN,Málaga,yes,LEMG,AGP,LEMG,,https://www.aena.es/en/malaga-costa-del-sol.html,https://en.wikipedia.org/wiki/M%C3%A1laga_Airport,"Costa del Sol, Malaga"
4021,LEMH,large_airport,Menorca Airport,39.862598,4.21865,302,EU,ES,ES-IB,Mahón (Maó),yes,LEMH,MAH,LEMH,,https://www.aena.es/en/menorca.html,https://en.wikipedia.org/wiki/Menorca_Airport,Menorca
308134,LEMI,large_airport,Region of Murcia International Airport,37.802852,-1.124884,644,EU,ES,ES-MC,Corvera,yes,LEMI,RMU,LEMI,,https://www.aena.es/en/internacional-region-de-murcia.html,https://en.wikipedia.org/wiki/Murcia-Corvera_Airport,
4022,LEMO,medium_airport,Moron Air Base,37.17490005493164,-5.615940093994141,285,EU,ES,ES-AN,Morón,no,LEMO,OZP,LEMO,,,https://en.wikipedia.org/wiki/Mor%C3%B3n_Air_Base,
4035,LEPA,large_airport,Palma de Mallorca Airport,39.551701,2.73881,27,EU,ES,ES-IB,Palma de Mallorca,yes,LEPA,PMI,LEPA,,https://www.aena.es/en/palma-de-mallorca.html,https://en.wikipedia.org/wiki/Son_Sant_Joan_Airport,"Son Sant Joan Airport, LESJ"
4025,LEPP,medium_airport,Pamplona Airport,42.77,-1.64633,1504,EU,ES,ES-NC,Pamplona,yes,LEPP,PNA,LEPP,,https://www.aena.es/en/pamplona.html,https://en.wikipedia.org/wiki/Pamplona_Airport,
46583,LERL,medium_airport,Ciudad Real International Airport,38.856479,-3.969944,2120,EU,ES,ES-CM,Ciudad Real,no,LERL,CQM,LERL,,http://www.aeropuertocentralcr.com/,https://en.wikipedia.org/wiki/Ciudad_Real_International_Airport,Ciudad Real Central Airport
4031,LERS,large_airport,Reus Airport,41.147509,1.168354,233,EU,ES,ES-CT,Reus,yes,LERS,REU,LERS,,https://www.aena.es/en/reus.html,https://en.wikipedia.org/wiki/Reus_Airport,
4032,LERT,medium_airport,Rota Naval Station Airport,36.645198822,-6.34946012497,86,EU,ES,ES-AN,Rota,no,LERT,ROZ,LERT,,,https://en.wikipedia.org/wiki/Naval_Station_Rota_Spain,
4033,LESA,medium_airport,Salamanca Airport,40.952099,-5.50199,2595,EU,ES,ES-CL,Salamanca,yes,LESA,SLM,LESA,,https://www.aena.es/en/salamanca.html,https://en.wikipedia.org/wiki/Salamanca_Airport,
4037,LESO,medium_airport,San Sebastián Airport,43.356499,-1.79061,16,EU,ES,ES-PV,Hondarribia,yes,LESO,EAS,LESO,,https://www.aena.es/en/san-sebastian.html,https://en.wikipedia.org/wiki/San_Sebasti%C3%A1n_Airport,
4038,LEST,large_airport,Santiago-Rosalía de Castro Airport,42.896301,-8.41514,1213,EU,ES,ES-GA,Santiago de Compostela,yes,LEST,SCQ,LEST,,https://www.aena.es/en/santiago-rosalia-de-castro.html,https://en.wikipedia.org/wiki/Santiago_de_Compostela_Airport,
4039,LESU,medium_airport,Pirineus - la Seu d'Urgel Airport,42.3386,1.40917,2625,EU,ES,ES-CT,La Seu d'Urgell Pyrenees and Andorra,yes,LESU,LEU,LESU,,http://www10.gencat.net/ptop/AppJava/cat/aerotrans/aerodroms/aerodroms/pirineus.jsp,https://en.wikipedia.org/wiki/La_Seu_d'Urgell_Airport,"Montferrer, Castellbò"
316427,LETL,medium_airport,Teruel Airport,40.410269,-1.217366,3380,EU,ES,ES-AR,Teruel,no,LETL,TEV,LETL,,http://www.aeropuertodeteruel.com/en/,https://en.wikipedia.org/wiki/Teruel_Airport,
4041,LETO,medium_airport,Madrid–Torrejón Airport / Torrejón Air Base,40.487875,-3.456808,2026,EU,ES,ES-MD,Madrid,no,LETO,TOJ,LETO,,,https://en.wikipedia.org/wiki/Madrid-Torrej%C3%B3n_Airport,
4042,LEVC,large_airport,Valencia Airport,39.489162,-0.480961,240,EU,ES,ES-VC,Valencia,yes,LEVC,VLC,LEVC,,https://www.aena.es/en/valencia.html,https://en.wikipedia.org/wiki/Valencia_Airport,
4043,LEVD,medium_airport,Valladolid Airport,41.7061,-4.85194,2776,EU,ES,ES-CL,Valladolid,yes,LEVD,VLL,LEVD,,https://www.aena.es/en/valladolid.html,https://en.wikipedia.org/wiki/Valladolid_Airport,
4045,LEVT,medium_airport,Vitoria Airport,42.882801,-2.72447,1682,EU,ES,ES-PV,Alava,yes,LEVT,VIT,LEVT,,https://www.aena.es/en/vitoria.html,https://en.wikipedia.org/wiki/Vitoria_Airport,"Vitoria,Foronda"
4046,LEVX,medium_airport,Vigo Airport,42.2318,-8.62677,856,EU,ES,ES-GA,Vigo,yes,LEVX,VGO,LEVX,,https://www.aena.es/en/vigo.html,https://en.wikipedia.org/wiki/Vigo-Peinador_Airport,
4047,LEXJ,medium_airport,Seve Ballesteros-Santander Airport,43.427101,-3.82001,16,EU,ES,ES-CB,Santander,yes,LEXJ,SDR,LEXJ,,https://www.aena.es/en/seve-ballesteros-santander.html,https://en.wikipedia.org/wiki/Santander_Airport,
4048,LEZG,large_airport,Zaragoza Airport,41.666199,-1.04155,863,EU,ES,ES-AR,Zaragoza,yes,LEZG,ZAZ,LEZG,,https://www.aena.es/en/zaragoza.html,https://en.wikipedia.org/wiki/Zaragoza_Airport,Zaragoza Air Base
4049,LEZL,large_airport,Seville Airport,37.417999,-5.89311,112,EU,ES,ES-AN,Seville,yes,LEZL,SVQ,LEZL,,https://www.aena.es/en/seville.html,https://en.wikipedia.org/wiki/Seville_Airport,"Sevilla, Sevilla Airport"
4050,LFAC,medium_airport,Calais Marck Airport,50.962101,1.95476,12,EU,FR,FR-HDF,Calais,no,LFAC,CQF,LFAC,,https://calais.aeroport.fr/en/homepage/,https://fr.wikipedia.org/wiki/A%C3%A9roport_de_Calais_-_Dunkerque,"Dunkirk, Grand Calais"
4055,LFAT,medium_airport,Le Touquet-Côte d'Opale Airport,50.518284,1.621656,36,EU,FR,FR-HDF,Le Touquet-Paris-Plage,no,LFAT,LTQ,LFAT,,https://www.aeroport-letouquet.com/,https://en.wikipedia.org/wiki/Le_Touquet_%E2%80%93_C%C3%B4te_d%27Opale_Airport,Paris-Plage
4058,LFBA,medium_airport,Agen La Garenne airport,44.174171,0.59309,204,EU,FR,FR-NAQ,Agen,no,LFBA,AGF,LFBA,,http://www.aeroport-agen.com/,https://en.wikipedia.org/wiki/Agen_-_La_Garenne_Aerodrome,
4060,LFBD,large_airport,Bordeaux–Mérignac Airport,44.82865,-0.715356,162,EU,FR,FR-NAQ,Bordeaux,yes,LFBD,BOD,LFBD,,https://www.bordeaux.aeroport.fr/,https://en.wikipedia.org/wiki/Bordeaux%E2%80%93M%C3%A9rignac_Airport,
4061,LFBE,medium_airport,Bergerac Dordogne-Périgord airport,44.825298,0.518611,171,EU,FR,FR-NAQ,Bergerac,yes,LFBE,EGC,LFBE,,https://www.bergerac.aeroport.fr/,https://en.wikipedia.org/wiki/Bergerac_Dordogne_P%C3%A9rigord_Airport,
4063,LFBG,medium_airport,Cognac-Châteaubernard (BA 709) Air Base,45.658298,-0.3175,102,EU,FR,FR-NAQ,Cognac/Châteaubernard,no,LFBG,CNG,LFBG,,,https://en.wikipedia.org/wiki/Cognac_%E2%80%93_Ch%C3%A2teaubernard_Air_Base,
4064,LFBH,medium_airport,La Rochelle Île de Ré Airport,46.179199,-1.19528,74,EU,FR,FR-NAQ,La Rochelle,yes,LFBH,LRH,LFBH,,https://www.larochelle.aeroport.fr/en/,https://en.wikipedia.org/wiki/La_Rochelle_-_%C3%8Ele_de_R%C3%A9_Airport,Laleu Airport
4065,LFBI,medium_airport,Poitiers-Biard Airport,46.5877,0.306666,423,EU,FR,FR-NAQ,Poitiers/Biard,yes,LFBI,PIS,LFBI,,https://www.poitiers.aeroport.fr/,https://en.wikipedia.org/wiki/Poitiers_-_Biard_Airport,
4066,LFBK,medium_airport,Montluçon-Guéret Airport,46.222599,2.36396,1497,EU,FR,FR-NAQ,"Lépaud, Creuse",no,LFBK,MCU,LFBK,,https://aerodrome-montlucon-gueret.fr/,https://en.wikipedia.org/wiki/Montlu%C3%A7on_%E2%80%93_Gu%C3%A9ret_Airport,
4067,LFBL,medium_airport,Limoges Airport,45.862801,1.17944,1300,EU,FR,FR-NAQ,Limoges/Bellegarde,yes,LFBL,LIG,LFBL,,https://www.aeroportlimoges.com/en/,https://en.wikipedia.org/wiki/Limoges_-_Bellegarde_Airport,
4069,LFBN,medium_airport,Niort - Marais Poitevin Airport,46.313477,-0.394529,203,EU,FR,FR-NAQ,Niort/Souché,no,LFBN,NIT,LFBN,,,https://fr.wikipedia.org/wiki/A%C3%A9rodrome_de_Niort_-_Marais_Poitevin,
4070,LFBO,large_airport,Toulouse-Blagnac Airport,43.629101,1.36382,499,EU,FR,FR-OCC,Toulouse/Blagnac,yes,LFBO,TLS,LFBO,,http://www.toulouse.aeroport.fr/,https://en.wikipedia.org/wiki/Toulouse_Blagnac_International_Airport,Airbus
4071,LFBP,medium_airport,Pau Pyrénées Airport,43.380001,-0.418611,616,EU,FR,FR-NAQ,Pau/Pyrénées (Uzein),yes,LFBP,PUF,LFBP,,https://www.pau.aeroport.fr/passenger/,https://en.wikipedia.org/wiki/Pau_Pyr%C3%A9n%C3%A9es_Airport,
4073,LFBT,medium_airport,Tarbes-Lourdes-Pyrénées Airport,43.178699,-0.006439,1260,EU,FR,FR-OCC,Tarbes/Lourdes/Pyrénées,yes,LFBT,LDE,LFBT,,https://www.tlp.aeroport.fr/,https://en.wikipedia.org/wiki/Tarbes-Lourdes-Pyr%C3%A9n%C3%A9es_Airport,
4074,LFBU,medium_airport,Angoulême Brie-Champniers airport,45.729198,0.221456,436,EU,FR,FR-NAQ,Angoulême,no,LFBU,ANG,LFBU,,https://angouleme-airport.com/,https://en.wikipedia.org/wiki/Angoul%C3%AAme_-_Brie_-_Champniers_Airport,
4076,LFBX,medium_airport,Périgueux-Bassillac Airport,45.198101,0.815556,328,EU,FR,FR-NAQ,Périgueux/Bassillac,no,LFBX,PGX,LFBX,,,https://en.wikipedia.org/wiki/P%C3%A9rigueux_Bassillac_Airport,
4077,LFBZ,medium_airport,Biarritz Pays Basque airport,43.468372,-1.523223,245,EU,FR,FR-NAQ,Biarritz,yes,LFBZ,BIQ,LFBZ,,https://biarritz.aeroport.fr/en/,https://en.wikipedia.org/wiki/Biarritz_-_Anglet_-_Bayonne_Airport,
4078,LFCC,medium_airport,Cahors Lalbenque airport,44.351398,1.47528,912,EU,FR,FR-OCC,Cahors,no,LFCC,ZAO,LFCC,,,https://fr.wikipedia.org/wiki/A%C3%A9rodrome_de_Cahors_-_Lalbenque,
4081,LFCI,medium_airport,Albi Le Sequestre airport,43.913898,2.11306,564,EU,FR,FR-OCC,Albi,no,LFCI,LBI,LFCI,,,https://fr.wikipedia.org/wiki/A%C3%A9rodrome_d%27Albi_-_Le_Sequestre,
4082,LFCK,medium_airport,Castres Mazamet Airport,43.556301,2.28918,788,EU,FR,FR-OCC,Castres,yes,LFCK,DCM,LFCK,,http://aeroport81.fr/,https://en.wikipedia.org/wiki/Castres-Mazamet_Airport,
4086,LFCR,medium_airport,Rodez–Aveyron Airport,44.407902,2.48267,1910,EU,FR,FR-OCC,Rodez/Marcillac,yes,LFCR,RDZ,LFCR,,https://www.aeroport-rodez.fr/en/,https://en.wikipedia.org/wiki/Rodez%E2%80%93Aveyron_Airport,
4089,LFCY,medium_airport,Royan-Médis Airport,45.628101,-0.9725,72,EU,FR,FR-NAQ,Royan/Médis,no,LFCY,RYN,LFCY,,,https://en.wikipedia.org/wiki/Royan_%E2%80%93_M%C3%A9dis_Aerodrome,
4097,LFDN,medium_airport,Rochefort-Saint-Agnant (BA 721) Airport,45.887798,-0.983056,60,EU,FR,FR-NAQ,Rochefort/Saint-Agnant,no,LFDN,RCO,LFDN,,,https://fr.wikipedia.org/wiki/A%C3%A9roport_de_Rochefort_-_Charente-Maritime,
28818,LFEA,small_airport,Aérodrome de Belle Île,47.325256,-3.201255,171,EU,FR,FR-BRE,Bangor,yes,LFEA,BIC,LFEA,,,https://fr.wikipedia.org/wiki/Aérodrome_de_Belle-Île,Palais-Belle-İle-en-Mer Aerodrome
28820,LFEC,small_airport,Ouessant Airport,48.4632,-5.06358,142,EU,FR,FR-BRE,Ushant,yes,LFEC,OUI,LFEC,,,https://en.wikipedia.org/wiki/Ushant_Airport,
4101,LFEY,small_airport,Île d'Yeu Airport,46.717641,-2.392544,79,EU,FR,FR-PDL,Île d'Yeu,yes,LFEY,IDY,LFEY,,,https://en.wikipedia.org/wiki/%C3%8Ele_d'Yeu_Aerodrome,
4104,LFGA,medium_airport,Colmar Houssen airport,48.109901,7.35901,628,EU,FR,FR-GES,Colmar,no,LFGA,CMR,LFGA,,https://www.colmar.aeroport.fr/en/,https://en.wikipedia.org/wiki/Colmar_Airport,
4107,LFGJ,medium_airport,Dole Tavaux Airport,47.038955,5.427589,645,EU,FR,FR-BFC,Dole,yes,LFGJ,DLE,LFGJ,,https://dole.aeroport.fr/,https://en.wikipedia.org/wiki/Dole%E2%80%93Jura_Airport,Dole-Tavaux
4110,LFHO,medium_airport,Aubenas-South Ardèche Airport,44.544367,4.372194,923,EU,FR,FR-ARA,"Lanas, Ardèche",no,LFHO,OBS,LFHO,,,https://en.wikipedia.org/wiki/Aubenas_Aerodrome,Aubenas Ardèche Méridionale
4111,LFHP,small_airport,Le Puy-Loudes Airfield,45.0807,3.76289,2731,EU,FR,FR-ARA,"Chaspuzac, Haute-Loire",yes,LFHP,LPY,LFHP,,,https://en.wikipedia.org/wiki/Le_Puy_-_Loudes_Airport,
4120,LFJL,medium_airport,Metz-Nancy-Lorraine Airport,48.982101,6.25132,870,EU,FR,FR-GES,Goin,yes,LFJL,ETZ,LFJL,,https://lorraineaeroport.com/,https://en.wikipedia.org/wiki/Metz-Nancy-Lorraine_Airport,
4121,LFJR,medium_airport,Angers Marcé airport,47.560299,-0.312222,194,EU,FR,FR-PDL,Angers,no,LFJR,ANE,LFJR,,https://www.angers.aeroport.fr/en,https://en.wikipedia.org/wiki/Angers_–_Loire_Airport,Marcé Airport.
4123,LFKB,large_airport,Bastia-Poretta International airport,42.5527,9.48373,26,EU,FR,FR-COR,Bastia,yes,LFKB,BIA,LFKB,,https://bastia-aeroport.cci.corsica/,https://en.wikipedia.org/wiki/Bastia_-_Poretta_Airport,
4124,LFKC,medium_airport,Calvi Sainte Catherine Airport,42.530422,8.792984,209,EU,FR,FR-COR,Calvi,yes,LFKC,CLY,LFKC,,https://en.balagne-corsica.com/commerce-et-service/calvi-sainte-catherine-airport/,https://en.wikipedia.org/wiki/Calvi_-_Sainte-Catherine_Airport,
4125,LFKF,large_airport,Figari Sud-Corse Airport,41.50185,9.097092,85,EU,FR,FR-COR,Figari,yes,LFKF,FSC,LFKF,,https://figari-aeroport.cci.corsica/,https://en.wikipedia.org/wiki/Figari_Sud-Corse_Airport,
4126,LFKJ,medium_airport,Ajaccio Napoléon Bonaparte airport,41.923599,8.80292,18,EU,FR,FR-COR,Ajaccio,yes,LFKJ,AJA,LFKJ,,,https://en.wikipedia.org/wiki/Ajaccio_-_Campo_dell'Oro_Airport,
